<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
06/24/08,00:00,3.2700000,3.2700000,3.2400000,3.2475000,1960000
06/25/08,00:00,3.2800000,3.3150000,3.2800000,3.2950000,4050000
06/26/08,00:00,3.3100000,3.3100000,3.2800000,3.3000000,3850000
06/27/08,00:00,3.2400000,3.2800000,3.2200000,3.2200000,5044000
06/30/08,00:00,3.2300000,3.2325000,3.1600000,3.1600000,2610000
07/01/08,00:00,3.1700000,3.1700000,3.0400000,3.0500000,4270000
07/02/08,00:00,3.0720000,3.1300000,3.0720000,3.1200000,2850000
07/03/08,00:00,3.0650000,3.1200000,3.0200000,3.0400000,2687500
07/04/08,00:00,3.1000000,3.1000000,3.0500000,3.0650000,5215550
07/07/08,00:00,3.1200000,3.1400000,3.0900000,3.0900000,2550000
07/08/08,00:00,3.0470000,3.1500000,3.0200000,3.1500000,3480000
07/09/08,00:00,3.2000000,3.2300000,3.1550000,3.2200000,3182000
07/10/08,00:00,3.1600000,3.2100000,3.1450000,3.2100000,2600000
07/11/08,00:00,3.2000000,3.2000000,3.1200000,3.1200000,1450000
07/14/08,00:00,3.1550000,3.2200000,3.1550000,3.2200000,635000
07/15/08,00:00,3.1550000,3.1550000,3.1000000,3.1000000,1550000
07/16/08,00:00,3.1500000,3.1500000,3.0700000,3.1400000,1266000
07/17/08,00:00,3.2400000,3.3300000,3.2350000,3.3200000,4450000
07/18/08,00:00,3.2775000,3.3400000,3.2300000,3.2950000,6065000
07/21/08,00:00,3.3500000,3.3500000,3.2500000,3.3000000,2360000
07/22/08,00:00,3.2600000,3.2600000,3.2000000,3.2000000,980000
07/23/08,00:00,3.2675000,3.2700000,3.2400000,3.2650000,1550000
07/24/08,00:00,3.2600000,3.2600000,3.2400000,3.2400000,800000
07/25/08,00:00,3.1000000,3.1000000,2.9600000,3.0000000,9742500
07/28/08,00:00,3.0300000,3.0900000,2.9500000,2.9900000,4163220
07/29/08,00:00,2.8700000,2.9300000,2.8200000,2.8300000,2744000
07/30/08,00:00,2.9200000,2.9700000,2.9000000,2.9700000,2470000
07/31/08,00:00,3.0100000,3.0500000,2.9800000,2.9800000,1760000
08/01/08,00:00,2.9300000,2.9400000,2.8700000,2.9000000,1500000
08/04/08,00:00,2.8550000,2.8550000,2.7400000,2.7400000,10183500
08/05/08,00:00,2.7000000,2.7450000,2.6500000,2.6500000,3170000
08/06/08,00:00,2.7300000,2.7300000,2.5550000,2.6900000,3160000
08/07/08,00:00,2.7100000,2.7400000,2.7000000,2.7000000,750000
08/08/08,00:00,2.6400000,2.6400000,2.4750000,2.4900000,3650000
08/11/08,00:00,2.4000000,2.6400000,2.3300000,2.6200000,4325000
08/12/08,00:00,2.6800000,2.8550000,2.6600000,2.7900000,4001000
08/13/08,00:00,2.7700000,2.7700000,2.6700000,2.6700000,1300000
08/14/08,00:00,2.7000000,2.7200000,2.6500000,2.6500000,850000
08/15/08,00:00,2.6750000,2.6800000,2.6200000,2.6200000,1600000
08/18/08,00:00,2.7100000,2.7100000,2.6700000,2.6700000,575000
08/19/08,00:00,2.5900000,2.6000000,2.5200000,2.5500000,9602528
08/20/08,00:00,2.5900000,2.5970000,2.5400000,2.5680000,4900000
08/21/08,00:00,2.5500000,2.5700000,2.4900000,2.5600000,6607000
08/22/08,00:00,2.5600000,2.6200000,2.5300000,2.5800000,2540891
08/25/08,00:00,2.5700000,2.5740000,2.4400000,2.4400000,2695000
08/26/08,00:00,2.4000000,2.4000000,2.2200000,2.2800000,3120653
08/27/08,00:00,2.3000000,2.3000000,2.2000000,2.2500000,9354400
08/28/08,00:00,2.3000000,2.4150000,2.2600000,2.4150000,2389000
08/29/08,00:00,2.4000000,2.4000000,2.3200000,2.3550000,1000000
09/01/08,00:00,2.3200000,2.3800000,2.3200000,2.3700000,1860000
09/02/08,00:00,2.3500000,2.4600000,2.3400000,2.4600000,1850000
09/03/08,00:00,2.4500000,2.4800000,2.3320000,2.3600000,2800000
09/04/08,00:00,2.3200000,2.3600000,2.1900000,2.2200000,3560000
09/05/08,00:00,2.1500000,2.1500000,1.9800000,2.1400000,2624400
09/08/08,00:00,2.3200000,2.3200000,2.2300000,2.2600000,2750000
09/09/08,00:00,2.1950000,2.2300000,2.0300000,2.0300000,2000000
09/10/08,00:00,1.9800000,2.0000000,1.8300000,1.8900000,2350000
09/11/08,00:00,1.9200000,1.9200000,1.7500000,1.7500000,2900000
09/12/08,00:00,1.7700000,1.9200000,1.7700000,1.8450000,644000
09/15/08,00:00,1.7700000,1.8100000,1.7100000,1.7700000,1600000
09/16/08,00:00,1.7300000,1.7300000,1.5000000,1.5000000,1260000
09/17/08,00:00,1.4750000,1.4750000,1.2400000,1.2400000,580000
09/19/08,00:00,1.7500000,1.7600000,1.7400000,1.7600000,600000
09/22/08,00:00,1.8200000,1.8200000,1.7200000,1.7200000,5930000
09/23/08,00:00,1.6400000,1.7300000,1.6400000,1.7300000,7700000
09/24/08,00:00,1.7200000,1.8600000,1.7200000,1.8300000,3800000
09/25/08,00:00,1.8400000,1.8700000,1.7700000,1.8550000,2550000
09/26/08,00:00,1.8000000,1.8000000,1.7300000,1.7600000,1225000
09/29/08,00:00,1.6700000,1.6700000,1.5800000,1.5800000,2211759
09/30/08,00:00,1.5400000,1.7300000,1.5400000,1.7200000,3230000
10/01/08,00:00,1.7200000,1.7200000,1.5950000,1.6000000,1967342
10/02/08,00:00,1.6100000,1.6800000,1.5900000,1.6000000,2515000
10/03/08,00:00,1.5800000,1.5850000,1.5350000,1.5700000,1228000
10/06/08,00:00,1.3600000,1.3900000,1.3200000,1.3200000,977000
10/07/08,00:00,1.3200000,1.4400000,1.3200000,1.3600000,600000
10/08/08,00:00,1.3500000,1.3500000,1.1400000,1.1400000,375000
10/09/08,00:00,1.2000000,1.3000000,1.1800000,1.2500000,3660000
10/13/08,00:00,1.2700000,1.2800000,1.1500000,1.1625000,4753500
10/14/08,00:00,1.2650000,1.3500000,1.2650000,1.3500000,908441
10/15/08,00:00,1.2500000,1.2500000,1.1450000,1.1450000,640000
10/16/08,00:00,1.0200000,1.1200000,0.9800000,1.0300000,9493000
10/17/08,00:00,1.0600000,1.0800000,0.9800000,1.0000000,3270100
10/20/08,00:00,1.0500000,1.0500000,0.9500000,0.9500000,2310000
10/21/08,00:00,1.0250000,1.0300000,0.9900000,1.0000000,1720000
10/22/08,00:00,0.9600000,0.9600000,0.9000000,0.9000000,4117083
10/23/08,00:00,0.9200000,0.9250000,0.8400000,0.8400000,3600000
10/24/08,00:00,0.7700000,0.7700000,0.6500000,0.6500000,750000
10/28/08,00:00,0.6500000,0.6650000,0.6300000,0.6450000,12682789
10/29/08,00:00,0.7000000,0.8200000,0.7000000,0.8200000,3950000
10/30/08,00:00,1.0000000,1.0650000,1.0000000,1.0400000,940740
11/01/08,00:00,1.0650000,1.0650000,1.0300000,1.0320000,1240000
11/05/08,00:00,1.2300000,1.2500000,1.0900000,1.1150000,3450000
11/06/08,00:00,0.9600000,1.0800000,0.9500000,1.0050000,3071550
11/07/08,00:00,0.9650000,1.0500000,0.9650000,1.0300000,2935000
11/10/08,00:00,1.1500000,1.2000000,1.1500000,1.1900000,4875000
11/11/08,00:00,1.0800000,1.0800000,1.0050000,1.0050000,10122500
11/12/08,00:00,0.9500000,0.9500000,0.9100000,0.9200000,440000
11/13/08,00:00,0.8500000,0.8900000,0.8300000,0.8900000,27871599
11/14/08,00:00,0.9600000,0.9700000,0.9000000,0.9100000,4300000
11/17/08,00:00,0.9000000,0.9000000,0.8200000,0.8200000,3800000
11/18/08,00:00,0.8200000,0.8700000,0.7700000,0.8700000,5961715
11/19/08,00:00,0.8600000,0.9000000,0.8200000,0.8700000,16263068
11/20/08,00:00,0.8600000,0.8600000,0.7700000,0.8200000,7020000
11/21/08,00:00,0.8800000,0.9000000,0.8400000,0.8400000,11854000
11/24/08,00:00,0.8350000,0.9100000,0.8350000,0.8850000,5250000
11/25/08,00:00,0.9450000,0.9750000,0.9200000,0.9500000,6250000
11/26/08,00:00,0.8900000,0.9050000,0.8700000,0.8750000,3200000
11/27/08,00:00,0.8900000,0.9350000,0.8850000,0.8900000,7765000
11/28/08,00:00,0.8830000,0.8880000,0.8200000,0.8250000,16245000
12/01/08,00:00,0.8200000,0.8350000,0.7900000,0.7900000,3600000
12/02/08,00:00,0.7600000,0.7850000,0.7500000,0.7650000,15240000
12/03/08,00:00,0.7900000,0.7900000,0.7360000,0.7360000,4400000
12/04/08,00:00,0.7500000,0.7700000,0.7265000,0.7325000,1870000
12/05/08,00:00,0.7100000,0.7380000,0.7100000,0.7210000,1600000
12/08/08,00:00,0.7700000,0.7700000,0.7400000,0.7480000,4325000
12/09/08,00:00,0.7450000,0.7520000,0.7400000,0.7520000,800000
12/10/08,00:00,0.7450000,0.7590000,0.7450000,0.7590000,1420000
12/11/08,00:00,0.7650000,0.7800000,0.7650000,0.7800000,150000
12/12/08,00:00,0.7600000,0.7900000,0.7500000,0.7900000,3520000
12/15/08,00:00,0.8100000,0.8500000,0.8100000,0.8250000,3650000
12/16/08,00:00,0.8200000,0.8300000,0.8200000,0.8280000,550000
12/17/08,00:00,0.8300000,0.8300000,0.8150000,0.8150000,1790000
12/18/08,00:00,0.8050000,0.8125000,0.7800000,0.7800000,1450000
12/19/08,00:00,0.7600000,0.7700000,0.7450000,0.7490000,10294750
12/22/08,00:00,0.7850000,0.8000000,0.7800000,0.8000000,1400000
12/23/08,00:00,0.8200000,0.8250000,0.8180000,0.8250000,700000
12/24/08,00:00,0.8100000,0.8100000,0.8050000,0.8070000,200000
12/25/08,00:00,0.7950000,0.7950000,0.7850000,0.7850000,1300000
12/26/08,00:00,0.7900000,0.7900000,0.7750000,0.7750000,500000
12/29/08,00:00,0.7650000,0.7650000,0.7600000,0.7600000,400000
12/30/08,00:00,0.7300000,0.7400000,0.7300000,0.7400000,900000
12/31/08,00:00,0.7220000,0.7520000,0.7220000,0.7400000,500000
01/12/09,00:00,0.7350000,0.7400000,0.7350000,0.7375000,3118300
01/13/09,00:00,0.7125000,0.7125000,0.6950000,0.7070000,6380000
01/14/09,00:00,0.7000000,0.7025000,0.6650000,0.6650000,2621278
01/15/09,00:00,0.6350000,0.6450000,0.6250000,0.6350000,4000000
01/16/09,00:00,0.6225000,0.6275000,0.6180000,0.6200000,8000000
01/19/09,00:00,0.6100000,0.6100000,0.5600000,0.5620000,10230000
01/20/09,00:00,0.5400000,0.5450000,0.5150000,0.5170000,7930000
01/21/09,00:00,0.5000000,0.5300000,0.4955000,0.5300000,24450000
01/22/09,00:00,0.5350000,0.5350000,0.4970000,0.4970000,8600000
01/23/09,00:00,0.4700000,0.4700000,0.4400000,0.4550000,4792000
01/26/09,00:00,0.4550000,0.5100000,0.4500000,0.5025000,7120000
01/27/09,00:00,0.5000000,0.5100000,0.4950000,0.5000000,9836286
01/28/09,00:00,0.5000000,0.5200000,0.4825000,0.5000000,12200000
01/29/09,00:00,0.4975000,0.4975000,0.4700000,0.4700000,18830000
01/30/09,00:00,0.4600000,0.4700000,0.4600000,0.4700000,400000
02/02/09,00:00,0.4475000,0.4475000,0.4240000,0.4250000,19450000
02/03/09,00:00,0.4300000,0.4300000,0.4200000,0.4210000,25200000
02/04/09,00:00,0.4270000,0.4350000,0.4200000,0.4200000,1750000
02/05/09,00:00,0.4120000,0.4220000,0.4120000,0.4150000,1700000
02/06/09,00:00,0.4135000,0.4250000,0.4130000,0.4250000,750000
02/09/09,00:00,0.4450000,0.4700000,0.4450000,0.4640000,1250000
02/10/09,00:00,0.4650000,0.4980000,0.4600000,0.4980000,3025000
02/11/09,00:00,0.4900000,0.5400000,0.4850000,0.5370000,20752731
02/12/09,00:00,0.5490000,0.5500000,0.5290000,0.5305000,1827000
02/13/09,00:00,0.5525000,0.5560000,0.5400000,0.5450000,14050000
02/16/09,00:00,0.5300000,0.5300000,0.5080000,0.5080000,1000000
02/17/09,00:00,0.5050000,0.5050000,0.4250000,0.4250000,6631689
02/18/09,00:00,0.4250000,0.4300000,0.3800000,0.3960000,21702500
02/19/09,00:00,0.4135000,0.4300000,0.4135000,0.4300000,3200000
02/20/09,00:00,0.4000000,0.4000000,0.3865000,0.3865000,2800000
02/24/09,00:00,0.3950000,0.4020000,0.3900000,0.4020000,925000
02/25/09,00:00,0.4150000,0.4160000,0.4000000,0.4100000,3800000
02/26/09,00:00,0.4040000,0.4100000,0.4025000,0.4100000,550000
02/27/09,00:00,0.3965000,0.3965000,0.3965000,0.3965000,100000
03/02/09,00:00,0.3800000,0.4000000,0.3800000,0.4000000,3500000
03/03/09,00:00,0.4020000,0.4200000,0.4020000,0.4200000,2280000
03/04/09,00:00,0.4350000,0.4500000,0.4350000,0.4460000,3250000
03/05/09,00:00,0.4450000,0.4500000,0.4380000,0.4500000,1800000
03/06/09,00:00,0.4390000,0.4450000,0.4390000,0.4450000,850000
03/10/09,00:00,0.4650000,0.4950000,0.4650000,0.4950000,996000
03/11/09,00:00,0.4950000,0.5000000,0.4850000,0.4910000,1050000
03/12/09,00:00,0.4900000,0.4900000,0.4700000,0.4750000,300000
03/13/09,00:00,0.5000000,0.5030000,0.4900000,0.5000000,2470000
03/16/09,00:00,0.4950000,0.5180000,0.4950000,0.5080000,1350000
03/17/09,00:00,0.5250000,0.5850000,0.5250000,0.5850000,3200000
03/18/09,00:00,0.6300000,0.6450000,0.5950000,0.5980000,4350000
03/19/09,00:00,0.6500000,0.7400000,0.6390000,0.7400000,6135000
03/20/09,00:00,0.7100000,0.7350000,0.6900000,0.6900000,6380000
03/23/09,00:00,0.7440000,0.7550000,0.7360000,0.7525000,1300000
03/24/09,00:00,0.7950000,0.7950000,0.7100000,0.7100000,1840000
03/25/09,00:00,0.6750000,0.7550000,0.6520000,0.7550000,2100000
03/26/09,00:00,0.7600000,0.7650000,0.7450000,0.7450000,900000
03/27/09,00:00,0.7250000,0.7300000,0.6600000,0.6700000,2670000
03/30/09,00:00,0.6100000,0.6200000,0.6050000,0.6050000,850000
03/31/09,00:00,0.6130000,0.6200000,0.6100000,0.6175000,5750000
04/01/09,00:00,0.6200000,0.6200000,0.6100000,0.6140000,1250000
04/02/09,00:00,0.6450000,0.6900000,0.6450000,0.6900000,2950000
04/03/09,00:00,0.6900000,0.7100000,0.6750000,0.6880000,3700000
04/06/09,00:00,0.7270000,0.7525000,0.7200000,0.7200000,2450000
04/07/09,00:00,0.7090000,0.7090000,0.6700000,0.6850000,1000000
04/08/09,00:00,0.6725000,0.7200000,0.6725000,0.7200000,1550000
04/09/09,00:00,0.7500000,0.8050000,0.7500000,0.8050000,1750000
04/10/09,00:00,0.7950000,0.8000000,0.7950000,0.8000000,150000
04/13/09,00:00,0.8100000,0.8100000,0.8100000,0.8100000,100000
04/14/09,00:00,0.8200000,0.8900000,0.8200000,0.8510000,1700000
04/15/09,00:00,0.8450000,0.8550000,0.8250000,0.8250000,512500
04/16/09,00:00,0.8500000,0.8800000,0.8500000,0.8750000,1750000
04/17/09,00:00,0.8650000,0.8750000,0.8650000,0.8750000,200000
04/20/09,00:00,0.8650000,0.8650000,0.7950000,0.7950000,1000000
04/21/09,00:00,0.7780000,0.7780000,0.7400000,0.7600000,1100000
04/22/09,00:00,0.7830000,0.7850000,0.7720000,0.7720000,400000
04/23/09,00:00,0.8000000,0.8400000,0.8000000,0.8400000,2317000
04/24/09,00:00,0.8350000,0.8450000,0.8300000,0.8400000,900000
04/27/09,00:00,0.8300000,0.8300000,0.7940000,0.7940000,454113
04/28/09,00:00,0.7675000,0.7725000,0.7675000,0.7725000,2000000
04/29/09,00:00,0.7875000,0.7950000,0.7875000,0.7950000,1300000
04/30/09,00:00,0.8375000,0.8510000,0.8350000,0.8425000,10290000
05/04/09,00:00,0.8738000,0.8900000,0.8675000,0.8900000,3170000
05/05/09,00:00,0.8850000,0.9000000,0.8850000,0.8880000,546500
05/06/09,00:00,0.8850000,0.9050000,0.8700000,0.9050000,800000
05/07/09,00:00,0.9300000,1.0000000,0.9300000,1.0000000,2210000
05/08/09,00:00,0.9750000,0.9850000,0.9650000,0.9850000,2200000
05/12/09,00:00,1.0000000,1.0700000,1.0000000,1.0590000,1300000
05/13/09,00:00,1.0900000,1.0900000,1.0000000,1.0800000,1748000
05/14/09,00:00,0.9750000,0.9775000,0.9450000,0.9500000,2522300
05/15/09,00:00,1.0200000,1.0200000,0.9900000,1.0200000,1300000
05/18/09,00:00,0.9900000,1.0500000,0.9900000,1.0500000,800000
05/19/09,00:00,1.0800000,1.1350000,1.0800000,1.1000000,5500000
05/20/09,00:00,1.1200000,1.2400000,1.1200000,1.2400000,3500000
05/21/09,00:00,1.2410000,1.2600000,1.1940000,1.2100000,9305600
05/22/09,00:00,1.2250000,1.2700000,1.2200000,1.2500000,8790000
05/25/09,00:00,1.2650000,1.2800000,1.2650000,1.2800000,300000
05/26/09,00:00,1.2450000,1.2450000,1.1990000,1.2200000,1800000
05/27/09,00:00,1.3000000,1.3300000,1.3000000,1.3250000,1100000
05/28/09,00:00,1.3050000,1.3700000,1.3050000,1.3700000,600000
05/29/09,00:00,1.4000000,1.4275000,1.3950000,1.4150000,1795000
06/01/09,00:00,1.5310000,1.6300000,1.5310000,1.6300000,4545000
06/02/09,00:00,1.6600000,1.8300000,1.6450000,1.7250000,9250000
06/03/09,00:00,1.7600000,1.7850000,1.6200000,1.6200000,21741000
06/04/09,00:00,1.5650000,1.6600000,1.5330000,1.5600000,7340000
06/05/09,00:00,1.6150000,1.7000000,1.6150000,1.7000000,6050000
06/08/09,00:00,1.6200000,1.6200000,1.5300000,1.5500000,1800000
06/09/09,00:00,1.5500000,1.5850000,1.5400000,1.5850000,2900000
06/10/09,00:00,1.5900000,1.6230000,1.5900000,1.5900000,1900000
06/11/09,00:00,1.5900000,1.5900000,1.5350000,1.5620000,11230000
06/15/09,00:00,1.4800000,1.4800000,1.4300000,1.4400000,815000
06/16/09,00:00,1.4100000,1.4800000,1.4000000,1.4700000,920000
06/17/09,00:00,1.4850000,1.4850000,1.3900000,1.3900000,757000
06/18/09,00:00,1.4050000,1.4100000,1.3100000,1.3400000,1200000
06/19/09,00:00,1.3600000,1.3600000,1.3400000,1.3500000,950000
06/22/09,00:00,1.3100000,1.3100000,1.2000000,1.2400000,3110000
06/23/09,00:00,1.0900000,1.2300000,1.0000000,1.2000000,12240000
06/24/09,00:00,1.1700000,1.3800000,1.1700000,1.3800000,5050000
06/25/09,00:00,1.3300000,1.4000000,1.2900000,1.3170000,4450000
06/26/09,00:00,1.3800000,1.3800000,1.3000000,1.3000000,1110000
06/29/09,00:00,1.2500000,1.2950000,1.2500000,1.2900000,300000
06/30/09,00:00,1.3100000,1.3100000,1.2650000,1.2650000,375000
07/01/09,00:00,1.2050000,1.2400000,1.2050000,1.2400000,525000
07/02/09,00:00,1.2300000,1.2300000,1.2200000,1.2200000,200000
07/03/09,00:00,1.1850000,1.2000000,1.1850000,1.2000000,300000
07/06/09,00:00,1.1800000,1.1900000,1.1800000,1.1900000,650000
07/07/09,00:00,1.1829000,1.2100000,1.1829000,1.1950000,1716625
07/08/09,00:00,1.1300000,1.1600000,1.1300000,1.1450000,1900000
07/09/09,00:00,1.1500000,1.1550000,1.1400000,1.1400000,1900000
07/10/09,00:00,1.0750000,1.0750000,1.0500000,1.0500000,2850000
07/13/09,00:00,1.0300000,1.1100000,1.0200000,1.0700000,13163077
07/14/09,00:00,1.1200000,1.1750000,1.1200000,1.1400000,24186992
07/15/09,00:00,1.1600000,1.1800000,1.1600000,1.1600000,2200000
07/16/09,00:00,1.1900000,1.1900000,1.1800000,1.1800000,200000
07/17/09,00:00,1.1800000,1.2100000,1.1800000,1.2100000,600000
07/20/09,00:00,1.2450000,1.2780000,1.2450000,1.2780000,700000
07/21/09,00:00,1.2580000,1.3100000,1.2580000,1.3100000,1350000
07/22/09,00:00,1.2810000,1.2900000,1.2500000,1.2560000,4000000
07/23/09,00:00,1.2750000,1.2750000,1.2550000,1.2700000,2600000
07/24/09,00:00,1.3200000,1.3300000,1.3170000,1.3300000,1150000
07/27/09,00:00,1.3300000,1.3870000,1.3300000,1.3800000,1350000
07/28/09,00:00,1.3850000,1.3900000,1.3100000,1.3100000,750000
07/29/09,00:00,1.2550000,1.3037200,1.2550000,1.2600000,400000
07/30/09,00:00,1.2600000,1.3300000,1.2600000,1.3200000,3125000
07/31/09,00:00,1.3700000,1.3700000,1.3300000,1.3700000,1830000
08/03/09,00:00,1.3845000,1.4750000,1.3845000,1.4650000,2705000
08/04/09,00:00,1.4530000,1.4800000,1.4530000,1.4800000,150000
08/05/09,00:00,1.4800000,1.5500000,1.4800000,1.5100000,2767000
08/06/09,00:00,1.5250000,1.5300000,1.4800000,1.4800000,2010000
08/07/09,00:00,1.4500000,1.5100000,1.4100000,1.4900000,3304000
08/10/09,00:00,1.5000000,1.5150000,1.4900000,1.4900000,950000
08/11/09,00:00,1.5200000,1.5200000,1.4300000,1.4300000,650000
08/12/09,00:00,1.3950000,1.4500000,1.3950000,1.4500000,1576357
08/13/09,00:00,1.5200000,1.5400000,1.4900000,1.4900000,5195810
08/14/09,00:00,1.5100000,1.5150000,1.4950000,1.4950000,1125000
08/17/09,00:00,1.4000000,1.4020000,1.3950000,1.3950000,250000
08/18/09,00:00,1.4450000,1.4500000,1.4100000,1.4100000,950000
08/19/09,00:00,1.4170000,1.4200000,1.4060000,1.4200000,5400000
08/20/09,00:00,1.4880000,1.4880000,1.4450000,1.4800000,1900500
08/21/09,00:00,1.4450000,1.5150000,1.4450000,1.5150000,1082000
08/24/09,00:00,1.5600000,1.5950000,1.5500000,1.5770000,10650000
08/25/09,00:00,1.5400000,1.5810000,1.5300000,1.5720000,10210000
08/26/09,00:00,1.5650000,1.5650000,1.5090000,1.5090000,4408000
08/27/09,00:00,1.5230000,1.5300000,1.5150000,1.5300000,500000
08/28/09,00:00,1.5300000,1.5440000,1.5270000,1.5300000,5050000
08/31/09,00:00,1.4970000,1.4990000,1.4800000,1.4830000,5132000
09/01/09,00:00,1.5100000,1.5500000,1.5100000,1.5500000,1950000
09/02/09,00:00,1.5300000,1.5500000,1.5200000,1.5350000,1700000
09/03/09,00:00,1.5560000,1.6500000,1.5560000,1.6500000,5750000
09/04/09,00:00,1.7200000,1.7650000,1.7000000,1.7000000,5900000
09/07/09,00:00,1.7500000,1.7600000,1.6950000,1.7550000,1639000
09/08/09,00:00,1.7750000,1.8750000,1.7750000,1.8700000,7624000
09/09/09,00:00,1.8800000,1.9060000,1.8500000,1.8500000,2723000
09/10/09,00:00,1.8900000,1.8900000,1.8075000,1.8500000,7726500
09/11/09,00:00,1.8400000,1.9300000,1.8400000,1.9200000,1200000
09/14/09,00:00,1.8800000,1.9125000,1.8700000,1.9125000,850000
09/15/09,00:00,1.9400000,2.0000000,1.9400000,1.9900000,2650000
09/16/09,00:00,2.0570000,2.0570000,2.0000000,2.0400000,2400000
09/17/09,00:00,2.0550000,2.0550000,1.9250000,1.9250000,2986300
09/18/09,00:00,1.9000000,1.9500000,1.8800000,1.9500000,1400000
09/21/09,00:00,1.8850000,1.8850000,1.8100000,1.8190000,792000
09/22/09,00:00,1.9100000,1.9450000,1.9000000,1.9450000,1895800
09/23/09,00:00,1.9800000,2.0600000,1.9800000,2.0000000,7443500
09/24/09,00:00,1.9800000,2.0300000,1.9300000,1.9300000,1075000
09/25/09,00:00,1.9300000,1.9950000,1.9200000,1.9200000,3418000
09/28/09,00:00,1.9400000,2.0100000,1.9400000,2.0100000,400000
09/29/09,00:00,2.0300000,2.0400000,2.0000000,2.0200000,3600000
09/30/09,00:00,2.0300000,2.0500000,1.9900000,1.9900000,2400000
10/01/09,00:00,2.0130000,2.0130000,1.9950000,2.0000000,400000
10/02/09,00:00,1.9400000,1.9550000,1.8550000,1.9400000,4600000
10/05/09,00:00,1.9400000,1.9650000,1.9250000,1.9500000,400000
10/06/09,00:00,1.9920000,2.0400000,1.9920000,2.0400000,800000
10/07/09,00:00,2.0500000,2.1200000,2.0500000,2.0800000,2920000
10/08/09,00:00,2.1200000,2.2300000,2.1200000,2.2300000,3595000
10/09/09,00:00,2.2600000,2.3400000,2.2200000,2.3250000,35400000
10/12/09,00:00,2.3530000,2.3900000,2.3530000,2.3900000,4100000
10/13/09,00:00,2.4170000,2.4170000,2.3000000,2.3000000,6590000
10/14/09,00:00,2.4000000,2.4400000,2.3800000,2.3800000,1350000
10/15/09,00:00,2.4000000,2.4000000,2.3300000,2.3570000,1400000
10/16/09,00:00,2.3350000,2.3350000,2.2050000,2.2300000,683000
10/19/09,00:00,2.2600000,2.3350000,2.2600000,2.3350000,865000
10/20/09,00:00,2.4100000,2.4100000,2.3300000,2.3700000,2973000
10/21/09,00:00,2.3750000,2.4050000,2.3100000,2.4050000,2500000
10/22/09,00:00,2.4200000,2.4200000,2.3500000,2.4000000,1025000
10/23/09,00:00,2.4470000,2.4470000,2.4100000,2.4100000,1830000
10/26/09,00:00,2.4300000,2.4300000,2.4200000,2.4300000,300000
10/27/09,00:00,2.3550000,2.3550000,2.3100000,2.3100000,530000
10/28/09,00:00,2.3400000,2.3400000,2.2400000,2.2500000,1200000
10/29/09,00:00,2.2300000,2.3150000,2.1550000,2.3150000,21175000
10/30/09,00:00,2.3100000,2.3100000,2.2500000,2.2500000,2200000
11/02/09,00:00,2.2000000,2.2750000,2.2000000,2.2750000,1280000
11/03/09,00:00,2.2300000,2.2300000,2.1500000,2.1600000,3125000
11/05/09,00:00,2.1500000,2.2350000,2.1200000,2.2350000,2950000
11/06/09,00:00,2.2400000,2.2700000,2.2200000,2.2400000,900000
11/09/09,00:00,2.2900000,2.4050000,2.2900000,2.4050000,7000000
11/10/09,00:00,2.3900000,2.4700000,2.3900000,2.4500000,1925000
11/11/09,00:00,2.4300000,2.4600000,2.4270000,2.4600000,2700000
11/12/09,00:00,2.3910000,2.4200000,2.3900000,2.4100000,603500
11/13/09,00:00,2.4050000,2.4200000,2.3850000,2.4200000,503350
11/16/09,00:00,2.5000000,2.5800000,2.5000000,2.5800000,1803600
11/17/09,00:00,2.5700000,2.5950000,2.5300000,2.5450000,2200000
11/18/09,00:00,2.5750000,2.6000000,2.5400000,2.5500000,2750000
11/19/09,00:00,2.5250000,2.5250000,2.4700000,2.5100000,1050000
11/20/09,00:00,2.4900000,2.4900000,2.4100000,2.4700000,800000
11/23/09,00:00,2.5200000,2.5200000,2.4690000,2.5000000,5150000
11/24/09,00:00,2.4100000,2.4600000,2.4100000,2.4500000,1700000
11/25/09,00:00,2.4950000,2.4950000,2.4150000,2.4400000,2600000
11/26/09,00:00,2.4100000,2.4100000,2.2800000,2.3000000,6400000
11/27/09,00:00,2.1510000,2.2700000,2.1510000,2.2700000,2625000
11/30/09,00:00,2.3550000,2.3710000,2.3000000,2.3710000,920000
12/01/09,00:00,2.4050000,2.4500000,2.3900000,2.4500000,1155000
12/02/09,00:00,2.4550000,2.4800000,2.4250000,2.4400000,995300
12/03/09,00:00,2.4800000,2.5100000,2.4800000,2.5100000,900000
12/04/09,00:00,2.4500000,2.5450000,2.4500000,2.5300000,1275000
12/07/09,00:00,2.5100000,2.5100000,2.4450000,2.4450000,825000
12/08/09,00:00,2.4190000,2.4600000,2.3700000,2.3750000,2098977
12/09/09,00:00,2.3750000,2.4150000,2.3650000,2.3900000,4579000
12/10/09,00:00,2.4000000,2.4600000,2.3820000,2.4500000,1410000
12/11/09,00:00,2.5000000,2.5050000,2.4700000,2.4907000,5931000
12/14/09,00:00,2.5200000,2.5200000,2.5000000,2.5150000,3285000
12/15/09,00:00,2.5350000,2.5700000,2.5100000,2.5700000,1400000
12/16/09,00:00,2.5600000,2.7000000,2.5600000,2.7000000,2402000
